DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL,Indicator_0,Indicator_1,Indicator_2,Indicator_3,Signal,Remark,Stop Loss,Target,Entry_Price,Exit_Price,PNL,PNL%,Total PNL
2019-01-01,EQ,2127.65,2151.0,2105.6,2121.7,2149.0,2148.1,2131.37,2220.0,1828.5,1593360,3396043277.4,50308,HDFCBANK,2151.0,2116.834999999999,2151.0,2116.834999999999,Hold,,,,,,,,
2019-01-02,EQ,2142.8,2147.5,2119.7,2148.1,2127.0,2128.5,2132.45,2220.0,1828.5,2033558,4336463537.4,95751,HDFCBANK,2147.5,2114.2149999999992,2147.5,2114.2149999999992,Hold,,,,,,,,
2019-01-03,EQ,2124.2,2128.25,2103.0,2128.5,2110.0,2111.8,2112.75,2220.0,1828.5,3192916,6745826356.05,129992,HDFCBANK,2128.25,2113.3849999999993,2128.25,2113.3849999999993,Hold,,,,,,,,
2019-01-04,EQ,2115.25,2128.5,2110.35,2111.8,2118.85,2117.45,2119.55,2220.0,1828.5,1821780,3861355797.55,71863,HDFCBANK,2128.5,2115.4349999999995,2128.5,2115.4349999999995,Hold,,,,,,,,
2019-01-07,EQ,2127.7,2135.35,2118.0,2117.45,2120.5,2120.65,2128.37,2220.0,1828.5,1346753,2866387728.65,51524,HDFCBANK,2135.35,2116.7149999999992,2135.35,2116.7149999999992,Hold,,,,,,,,
2019-01-08,EQ,2122.0,2123.5,2096.65,2120.65,2102.9,2103.0,2105.77,2220.0,1828.5,2085865,4392343434.15,63105,HDFCBANK,2123.5,2119.4649999999992,2123.5,2119.4649999999992,Buy,crossover,2102.9048977650973,2103.1426533523536,2103.0,,,,
2019-01-09,EQ,2118.0,2121.35,2102.6,2103.0,2116.8,2116.8,2112.62,2220.0,1828.5,2142157,4525566666.15,86929,HDFCBANK,2121.35,2122.749999999999,2121.35,2122.749999999999,Sell,crossdown,2102.9048977650973,2103.1426533523536,2103.0,2108.5,5.5,0.26153114598193056,-153.34999999999968
2019-01-10,EQ,2117.0,2123.8,2092.65,2116.8,2106.6,2108.5,2114.87,2220.0,1828.5,1922885,4066660283.85,79438,HDFCBANK,2123.8,2121.6099999999997,2123.8,2121.6099999999997,Hold,,,,,,,,
2019-01-11,EQ,2113.8,2124.0,2108.0,2108.5,2115.0,2111.9,2114.59,2220.0,1828.5,1602010,3387596238.95,68529,HDFCBANK,2124.0,2120.9849999999997,2124.0,2120.9849999999997,Buy,crossover,2111.805298546333,2112.0420521805013,2111.9,,,,
2019-01-14,EQ,2109.9,2109.9,2098.45,2111.9,2104.9,2101.65,2102.69,2220.0,1828.5,1213790,2552219684.45,58066,HDFCBANK,2109.9,2119.3949999999995,2109.9,2119.3949999999995,Sell,crossdown,2111.805298546333,2112.0420521805013,2111.9,2121.9,10.0,0.4735072683365689,-143.34999999999968
2019-01-15,EQ,2105.05,2126.5,2102.0,2101.65,2117.0,2121.9,2118.86,2220.0,1828.5,1271889,2694949646.95,55681,HDFCBANK,2126.5,2117.6449999999995,2126.5,2117.6449999999995,Hold,,,,,,,,
2019-01-16,EQ,2120.05,2125.0,2108.25,2121.9,2117.0,2120.2,2118.69,2220.0,1828.5,1313113,2782077967.0,72148,HDFCBANK,2125.0,2111.2149999999992,2125.0,2111.2149999999992,Hold,,,,,,,,
2019-01-17,EQ,2125.25,2135.9,2113.35,2120.2,2130.4,2132.3,2124.86,2220.0,1828.5,2060057,4377341580.55,77528,HDFCBANK,2135.9,2102.664999999999,2135.9,2102.664999999999,Hold,,,,,,,,
2019-01-18,EQ,2135.0,2139.0,2114.55,2132.3,2130.0,2130.25,2128.13,2220.0,1828.5,1301994,2770812571.25,67451,HDFCBANK,2139.0,2097.4299999999994,2139.0,2097.4299999999994,Hold,,,,,,,,
2019-01-21,EQ,2139.95,2166.5,2126.5,2130.25,2145.4,2148.15,2151.51,2220.0,1828.5,4390378,9445947630.45,144556,HDFCBANK,2166.5,2093.4499999999994,2166.5,2093.4499999999994,Hold,,,,,,,,
2019-01-22,EQ,2146.0,2146.8,2129.05,2148.15,2132.25,2135.85,2136.85,2220.0,1828.5,2199244,4699456324.45,119550,HDFCBANK,2146.8,2089.124999999999,2146.8,2089.124999999999,Hold,,,,,,,,
2019-01-23,EQ,2134.0,2135.85,2101.45,2135.85,2106.95,2105.4,2123.27,2220.0,1828.5,1906072,4047104726.75,85545,HDFCBANK,2135.85,2086.9449999999993,2135.85,2086.9449999999993,Hold,,,,,,,,
2019-01-24,EQ,2110.0,2121.65,2097.9,2105.4,2098.6,2102.25,2109.73,2220.0,1828.5,2527893,5333167868.85,141995,HDFCBANK,2121.65,2088.669999999999,2121.65,2088.669999999999,Hold,,,,,,,,
2019-01-25,EQ,2093.0,2110.0,2090.0,2102.25,2092.05,2096.0,2102.2,2220.0,1828.5,2815559,5918870073.55,109171,HDFCBANK,2110.0,2090.169999999999,2110.0,2090.169999999999,Hold,,,,,,,,
2019-01-28,EQ,2090.0,2102.05,2076.75,2096.0,2087.0,2084.15,2090.88,2220.0,1828.5,3840109,8029190019.85,170502,HDFCBANK,2102.05,2092.8349999999996,2102.05,2092.8349999999996,Buy,crossover,2084.054037617254,2084.293943574119,2084.15,,,,
2019-01-29,EQ,2078.25,2083.0,2053.0,2084.15,2059.4,2057.6,2067.93,2220.0,1828.5,3690697,7632110523.3,124666,HDFCBANK,2083.0,2098.3849999999993,2083.0,2098.3849999999993,Sell,Stop Loss,2084.054037617254,2084.293943574119,2084.15,2057.6,-26.550000000000182,-1.2739006309526753,-169.89999999999986
2019-01-30,EQ,2057.25,2057.25,2028.0,2057.6,2033.5,2034.7,2035.54,2220.0,1828.5,4628540,9421572630.55,197593,HDFCBANK,2057.25,2105.595,2057.25,2105.595,Hold,,,,,,,,
2019-01-31,EQ,2031.0,2089.75,2022.0,2034.7,2073.0,2079.95,2060.96,2220.0,1828.5,4144851,8542369085.8,155825,HDFCBANK,2089.75,2116.47,2089.75,2116.47,Hold,,,,,,,,
2019-02-01,EQ,2079.95,2117.0,2076.6,2079.95,2095.75,2090.45,2099.48,2220.0,1828.5,3913547,8216405021.45,116055,HDFCBANK,2117.0,2119.495,2117.0,2119.495,Hold,,,,,,,,
2019-02-04,EQ,2095.0,2113.0,2082.65,2090.45,2098.55,2104.9,2097.57,2220.0,1828.5,1984572,4162769920.2,145764,HDFCBANK,2113.0,2120.515,2113.0,2120.515,Hold,,,,,,,,
2019-02-05,EQ,2108.0,2119.0,2097.0,2104.9,2115.0,2114.05,2110.78,2220.0,1828.5,2172572,4585820145.8,73303,HDFCBANK,2119.0,2119.015,2119.0,2119.015,Hold,,,,,,,,
2019-02-06,EQ,2116.25,2127.0,2113.6,2114.05,2122.0,2122.65,2120.9,2220.0,1828.5,2718921,5766554240.8,106255,HDFCBANK,2127.0,2118.4449999999997,2127.0,2118.4449999999997,Hold,,,,,,,,
2019-02-07,EQ,2125.05,2130.0,2105.85,2122.65,2110.9,2117.25,2122.39,2220.0,1828.5,1804327,3829487756.5,80400,HDFCBANK,2130.0,2117.7699999999995,2130.0,2117.7699999999995,Hold,,,,,,,,
2019-02-08,EQ,2112.0,2144.95,2106.65,2117.25,2117.0,2122.65,2126.16,2220.0,1828.5,3058911,6503720043.85,98707,HDFCBANK,2144.95,2115.1899999999996,2144.95,2115.1899999999996,Hold,,,,,,,,
2019-02-11,EQ,2113.3,2142.9,2113.3,2122.65,2139.0,2139.65,2132.18,2220.0,1828.5,1759091,3750705910.6,75240,HDFCBANK,2142.9,2115.4649999999997,2142.9,2115.4649999999997,Hold,,,,,,,,
2019-02-12,EQ,2138.0,2148.0,2124.8,2139.65,2130.05,2129.7,2137.61,2220.0,1828.5,2443097,5222380330.05,140474,HDFCBANK,2148.0,2112.5649999999996,2148.0,2112.5649999999996,Hold,,,,,,,,
2019-02-13,EQ,2135.55,2155.0,2132.3,2129.7,2140.0,2143.45,2146.54,2220.0,1828.5,2360187,5066246582.8,110054,HDFCBANK,2155.0,2108.8199999999997,2155.0,2108.8199999999997,Hold,,,,,,,,
2019-02-14,EQ,2140.0,2140.0,2105.6,2143.45,2112.0,2110.2,2117.31,2220.0,1828.5,1860347,3938937722.7,142536,HDFCBANK,2140.0,2102.2299999999996,2140.0,2102.2299999999996,Hold,,,,,,,,
2019-02-15,EQ,2107.35,2108.1,2078.2,2110.2,2100.7,2100.65,2091.52,2220.0,1828.5,2104131,4400828253.75,89754,HDFCBANK,2108.1,2099.544999999999,2108.1,2099.544999999999,Hold,,,,,,,,
2019-02-18,EQ,2106.8,2118.0,2086.0,2100.65,2089.7,2089.9,2098.16,2220.0,1828.5,1784686,3744564837.75,74022,HDFCBANK,2118.0,2100.189999999999,2118.0,2100.189999999999,Hold,,,,,,,,
2019-02-20,EQ,2088.5,2111.0,2081.9,2084.05,2109.0,2108.35,2095.02,2220.0,1828.5,1223125,2562466713.25,74227,HDFCBANK,2111.0,2101.624999999999,2111.0,2101.624999999999,Hold,,,,,,,,
2019-02-21,EQ,2101.7,2119.95,2093.6,2108.35,2115.7,2115.9,2106.26,2220.0,1828.5,1315386,2770549994.85,66123,HDFCBANK,2119.95,2103.439999999999,2119.95,2103.439999999999,Hold,,,,,,,,
2019-02-22,EQ,2119.4,2128.1,2089.1,2115.9,2091.0,2091.45,2099.68,2220.0,1828.5,2222677,4666916025.0,91486,HDFCBANK,2128.1,2104.669999999999,2128.1,2104.669999999999,Hold,,,,,,,,
2019-02-25,EQ,2095.15,2129.95,2095.15,2091.45,2123.0,2125.4,2113.52,2220.0,1828.5,2035149,4301319701.45,101852,HDFCBANK,2129.95,2108.369999999999,2129.95,2108.369999999999,Hold,,,,,,,,
2019-02-26,EQ,2111.25,2125.0,2101.1,2125.4,2109.0,2110.65,2113.91,2220.0,1828.5,2401857,5077309232.0,80521,HDFCBANK,2125.0,2112.929999999999,2125.0,2112.929999999999,Buy,crossover,2110.5552424608536,2110.7921363087203,2110.65,,,,
2019-02-27,EQ,2116.1,2124.45,2088.15,2110.65,2093.0,2092.25,2099.89,2220.0,1828.5,1757523,3690596308.9,78384,HDFCBANK,2124.45,2124.5199999999986,2124.45,2124.5199999999986,Sell,Stop Loss,2110.5552424608536,2110.7921363087203,2110.65,2092.25,-18.40000000000009,-0.8717693601497212,-188.29999999999995
2019-02-28,EQ,2093.1,2105.85,2073.2,2092.25,2076.9,2077.55,2089.8,2220.0,1828.5,2911344,6084140082.45,85218,HDFCBANK,2105.85,2137.7699999999986,2105.85,2137.7699999999986,Hold,,,,,,,,
2019-03-01,EQ,2086.25,2100.9,2077.0,2077.55,2080.0,2083.35,2087.11,2220.0,1828.5,2338232,4880142636.85,106043,HDFCBANK,2100.9,2155.3149999999987,2100.9,2155.3149999999987,Hold,,,,,,,,
2019-03-05,EQ,2088.9,2111.1,2070.0,2083.35,2107.0,2107.1,2085.84,2220.0,1828.5,2959319,6172679648.4,169911,HDFCBANK,2111.1,2173.124999999999,2111.1,2173.124999999999,Hold,,,,,,,,
2019-03-06,EQ,2110.0,2110.3,2090.55,2107.1,2103.15,2104.25,2098.7,2220.0,1828.5,2114511,4437716881.25,91985,HDFCBANK,2110.3,2189.189999999999,2110.3,2189.189999999999,Hold,,,,,,,,
2019-03-07,EQ,2109.6,2130.0,2095.0,2104.25,2125.2,2126.5,2112.14,2220.0,1828.5,2551213,5388507260.25,104364,HDFCBANK,2130.0,2208.664999999999,2130.0,2208.664999999999,Hold,,,,,,,,
2019-03-08,EQ,2115.05,2130.0,2109.45,2126.5,2129.0,2128.2,2118.36,2220.0,1828.5,1763365,3735433351.4,102091,HDFCBANK,2130.0,2223.629999999999,2130.0,2223.629999999999,Hold,,,,,,,,
2019-03-11,EQ,2132.0,2143.7,2122.2,2128.2,2127.5,2128.45,2131.9,2220.0,1833.5,2306027,4916219772.55,81824,HDFCBANK,2143.7,2238.939999999999,2143.7,2238.939999999999,Hold,,,,,,,,
2019-03-12,EQ,2147.0,2175.0,2137.0,2128.45,2168.0,2171.0,2154.73,2220.0,1833.5,3774323,8132629564.25,119425,HDFCBANK,2175.0,2257.2299999999987,2175.0,2257.2299999999987,Hold,,,,,,,,
2019-03-13,EQ,2175.0,2234.0,2172.1,2171.0,2229.0,2226.55,2206.86,2234.0,1833.5,14291587,31539499506.0,226692,HDFCBANK,2234.0,2270.074999999999,2234.0,2270.074999999999,Hold,,,,,,,,
2019-03-14,EQ,2244.85,2247.5,2210.6,2226.55,2223.05,2224.75,2225.44,2247.5,1833.5,3844966,8556754695.15,136351,HDFCBANK,2247.5,2277.699999999999,2247.5,2277.699999999999,Hold,,,,,,,,
2019-03-15,EQ,2231.0,2259.9,2228.05,2224.75,2258.0,2253.0,2247.38,2259.9,1833.5,3190772,7170888264.5,155151,HDFCBANK,2259.9,2287.114999999999,2259.9,2287.114999999999,Hold,,,,,,,,
2019-03-18,EQ,2261.9,2291.65,2247.0,2253.0,2270.0,2261.45,2266.32,2291.65,1833.5,3589680,8135378380.9,186267,HDFCBANK,2291.65,2292.994999999999,2291.65,2292.994999999999,Hold,,,,,,,,
2019-03-19,EQ,2269.5,2275.9,2251.0,2261.45,2268.0,2267.75,2262.32,2291.65,1833.5,2989498,6763202098.5,149528,HDFCBANK,2275.9,2296.3349999999987,2275.9,2296.3349999999987,Hold,,,,,,,,
2019-03-20,EQ,2269.0,2300.0,2261.05,2267.75,2299.0,2299.0,2287.11,2300.0,1833.5,2927998,6696660989.55,154406,HDFCBANK,2300.0,2298.8349999999987,2300.0,2298.8349999999987,Hold,,,,,,,,
2019-03-22,EQ,2300.0,2307.0,2270.8,2299.0,2275.1,2276.15,2284.13,2307.0,1833.5,7600970,17361577310.25,136216,HDFCBANK,2307.0,2297.329999999999,2307.0,2297.329999999999,Buy,crossover,2276.0621323287132,2276.2818015069306,2276.15,,,,
2019-03-25,EQ,2260.0,2287.85,2253.0,2276.15,2278.0,2281.3,2270.95,2307.0,1833.5,2299815,5222754084.55,103519,HDFCBANK,2287.85,2300.2749999999987,2287.85,2300.2749999999987,Sell,crossdown,2276.0621323287132,2276.2818015069306,2276.15,2311.35,35.19999999999982,1.5464710146519263,-153.10000000000014
2019-03-26,EQ,2275.9,2315.0,2272.6,2281.3,2313.5,2311.35,2293.76,2315.0,1833.5,2946712,6759060898.4,106093,HDFCBANK,2315.0,2301.0849999999987,2315.0,2301.0849999999987,Hold,,,,,,,,
2019-03-27,EQ,2318.55,2328.05,2279.05,2311.35,2301.0,2299.45,2306.72,2328.05,1833.5,3471325,8007363872.95,186247,HDFCBANK,2328.05,2298.674999999999,2328.05,2298.674999999999,Hold,,,,,,,,
2019-03-28,EQ,2298.8,2325.0,2287.85,2299.45,2308.0,2302.8,2304.15,2328.05,1833.5,4888582,11264012692.85,149850,HDFCBANK,2325.0,2292.464999999999,2325.0,2292.464999999999,Hold,,,,,,,,
2019-03-29,EQ,2304.6,2325.0,2294.0,2302.8,2316.0,2318.9,2308.98,2328.05,1833.5,2986742,6896338338.65,116289,HDFCBANK,2325.0,2287.9349999999986,2325.0,2287.9349999999986,Hold,,,,,,,,
2019-04-01,EQ,2325.25,2332.0,2304.6,2318.9,2306.85,2311.8,2320.63,2332.0,1860.3,2411769,5596835494.0,131919,HDFCBANK,2332.0,2282.569999999999,2332.0,2282.569999999999,Hold,,,,,,,,
2019-04-02,EQ,2320.0,2320.0,2285.45,2311.8,2299.0,2294.85,2296.22,2332.0,1860.3,2727624,6263235078.1,128611,HDFCBANK,2320.0,2280.2699999999986,2320.0,2280.2699999999986,Hold,,,,,,,,
2019-04-03,EQ,2292.1,2316.0,2288.25,2294.85,2289.0,2292.75,2303.77,2332.0,1860.3,1914863,4411401349.85,87245,HDFCBANK,2316.0,2281.2899999999986,2316.0,2281.2899999999986,Hold,,,,,,,,
2019-04-04,EQ,2292.75,2313.0,2280.0,2292.75,2287.8,2283.95,2293.66,2332.0,1860.3,2302888,5282042066.4,91238,HDFCBANK,2313.0,2281.3799999999987,2313.0,2281.3799999999987,Hold,,,,,,,,
2019-04-05,EQ,2287.8,2313.75,2282.0,2283.95,2310.0,2305.6,2293.19,2332.0,1860.3,2087795,4787701075.3,109654,HDFCBANK,2313.75,2279.8549999999987,2313.75,2279.8549999999987,Hold,,,,,,,,
2019-04-08,EQ,2319.0,2322.95,2280.1,2305.6,2289.2,2289.4,2298.32,2332.0,1860.3,1599533,3676237090.6,84319,HDFCBANK,2322.95,2273.824999999999,2322.95,2273.824999999999,Hold,,,,,,,,
2019-04-09,EQ,2296.6,2303.0,2267.0,2289.4,2290.0,2287.25,2283.13,2332.0,1860.3,2694400,6151660741.4,97805,HDFCBANK,2303.0,2272.8599999999988,2303.0,2272.8599999999988,Hold,,,,,,,,
2019-04-10,EQ,2250.0,2284.0,2231.0,2287.25,2236.9,2237.35,2244.54,2332.0,1860.3,27032175,60674893006.85,194475,HDFCBANK,2284.0,2270.4799999999987,2284.0,2270.4799999999987,Buy,crossover,2237.2606085324155,2237.4840872013765,2237.35,,,,
2019-04-11,EQ,2244.9,2263.0,2236.95,2237.35,2258.6,2257.5,2252.26,2332.0,1860.3,2198325,4951203521.8,82062,HDFCBANK,2263.0,2274.8399999999992,2263.0,2274.8399999999992,Sell,Target Hit,2237.2606085324155,2237.4840872013765,2237.35,2257.5,20.15000000000009,0.9006190359130263,-132.95000000000005
2019-04-12,EQ,2252.1,2272.2,2252.1,2257.5,2257.0,2265.25,2262.61,2332.0,1860.3,2292611,5187293679.6,107144,HDFCBANK,2272.2,2280.834999999999,2272.2,2280.834999999999,Hold,,,,,,,,
2019-04-15,EQ,2270.0,2292.9,2264.35,2265.25,2280.3,2288.8,2281.07,2332.0,1860.3,2554945,5828016960.0,115323,HDFCBANK,2292.9,2289.889999999999,2292.9,2289.889999999999,Hold,,,,,,,,
2019-04-16,EQ,2290.95,2309.9,2280.3,2288.8,2307.0,2305.05,2297.97,2332.0,1860.3,2068444,4753214286.65,93271,HDFCBANK,2309.9,2297.8049999999994,2309.9,2297.8049999999994,Hold,,,,,,,,
2019-04-18,EQ,2313.0,2315.05,2288.0,2305.05,2293.0,2293.65,2303.58,2332.0,1860.3,2653714,6113045771.7,113419,HDFCBANK,2315.05,2300.1449999999995,2315.05,2300.1449999999995,Hold,,,,,,,,
2019-04-22,EQ,2325.0,2325.0,2261.0,2293.65,2266.9,2268.7,2286.36,2332.0,1860.3,5245105,11992211756.9,153509,HDFCBANK,2325.0,2303.014999999999,2325.0,2303.014999999999,Buy,crossover,2268.6118437871905,2268.8322343192135,2268.7,,,,
2019-04-23,EQ,2277.55,2290.0,2241.6,2268.7,2247.3,2245.3,2264.62,2332.0,1860.3,3820600,8652194438.25,157421,HDFCBANK,2290.0,2306.869999999999,2290.0,2306.869999999999,Sell,Stop Loss,2268.6118437871905,2268.8322343192135,2268.7,2245.3,-23.399999999999636,-1.0314276898664274,-156.34999999999968
2019-04-24,EQ,2250.0,2283.9,2247.05,2245.3,2280.95,2279.75,2263.98,2332.0,1860.3,3088532,6992369872.3,168685,HDFCBANK,2283.9,2311.4299999999994,2283.9,2311.4299999999994,Hold,,,,,,,,
2019-04-25,EQ,2286.9,2298.8,2257.95,2279.75,2262.25,2263.45,2274.13,2332.0,1860.3,4521659,10282833886.8,129865,HDFCBANK,2298.8,2313.104999999999,2298.8,2313.104999999999,Hold,,,,,,,,
2019-04-26,EQ,2265.9,2285.0,2256.9,2263.45,2275.8,2280.95,2270.33,2332.0,1860.3,2926892,6645017406.0,121538,HDFCBANK,2285.0,2315.479999999999,2285.0,2315.479999999999,Hold,,,,,,,,
2019-04-30,EQ,2285.0,2320.0,2278.4,2280.95,2319.0,2317.45,2306.89,2332.0,1885.0,3134209,7230268668.8,189638,HDFCBANK,2320.0,2316.1749999999993,2320.0,2316.1749999999993,Hold,,,,,,,,
2019-05-02,EQ,2323.5,2359.65,2317.5,2317.45,2356.0,2355.8,2345.11,2359.65,1885.0,4292325,10065974310.35,173788,HDFCBANK,2359.65,2313.0999999999995,2359.65,2313.0999999999995,Hold,,,,,,,,
2019-05-03,EQ,2364.2,2378.0,2356.5,2355.8,2365.0,2367.95,2370.96,2378.0,1885.0,3087880,7321238483.25,97641,HDFCBANK,2378.0,2308.5849999999996,2378.0,2308.5849999999996,Hold,,,,,,,,
2019-05-06,EQ,2348.0,2351.9,2317.05,2367.95,2327.9,2328.45,2338.56,2378.0,1885.0,3437023,8037675313.8,111177,HDFCBANK,2351.9,2307.999999999999,2351.9,2307.999999999999,Hold,,,,,,,,
2019-05-07,EQ,2351.9,2358.0,2318.0,2328.45,2320.1,2322.35,2338.9,2378.0,1885.0,2481051,5802928079.35,114540,HDFCBANK,2358.0,2318.389999999999,2358.0,2318.389999999999,Buy,crossover,2322.2638803367277,2322.4791794949083,2322.35,,,,
2019-05-08,EQ,2322.55,2323.8,2288.0,2322.35,2309.0,2307.25,2304.51,2378.0,1885.0,3016052,6950517705.45,101965,HDFCBANK,2323.8,2326.524999999999,2323.8,2326.524999999999,Sell,Stop Loss,2322.2638803367277,2322.4791794949083,2322.35,2307.25,-15.099999999999909,-0.6502034577044765,-171.4499999999996
2019-05-09,EQ,2300.0,2300.0,2271.6,2307.25,2292.0,2290.9,2287.67,2378.0,1885.0,2256931,5163123992.15,129719,HDFCBANK,2300.0,2336.374999999999,2300.0,2336.374999999999,Hold,,,,,,,,
2019-05-10,EQ,2291.35,2324.9,2291.35,2290.9,2296.5,2296.5,2306.93,2378.0,1885.0,2648550,6110007945.3,79307,HDFCBANK,2324.9,2340.494999999999,2324.9,2340.494999999999,Hold,,,,,,,,
2019-05-13,EQ,2296.05,2313.35,2280.0,2296.5,2287.3,2287.2,2297.73,2378.0,1885.0,2767908,6359892195.65,145875,HDFCBANK,2313.35,2351.679999999999,2313.35,2351.679999999999,Hold,,,,,,,,
2019-05-14,EQ,2296.7,2311.0,2275.55,2287.2,2288.0,2287.9,2288.05,2378.0,1885.0,2623686,6003117740.95,171946,HDFCBANK,2311.0,2364.579999999999,2311.0,2364.579999999999,Hold,,,,,,,,
2019-05-15,EQ,2296.0,2307.2,2282.2,2287.9,2286.7,2286.7,2297.43,2378.0,1885.0,2239087,5144145077.95,116090,HDFCBANK,2307.2,2377.4799999999987,2307.2,2377.4799999999987,Hold,,,,,,,,
2019-05-16,EQ,2280.55,2319.0,2280.0,2286.7,2312.35,2310.65,2295.63,2378.0,1885.0,2012534,4620031311.5,74658,HDFCBANK,2319.0,2392.7649999999985,2319.0,2392.7649999999985,Hold,,,,,,,,
2019-05-17,EQ,2313.0,2369.3,2311.6,2310.65,2365.0,2362.1,2334.59,2378.0,1885.0,3689695,8613924843.95,133531,HDFCBANK,2369.3,2404.2349999999983,2369.3,2404.2349999999983,Hold,,,,,,,,
2019-05-20,EQ,2408.0,2438.7,2380.0,2362.1,2428.0,2432.35,2405.29,2438.7,1885.0,4424908,10643183585.25,185496,HDFCBANK,2438.7,2413.7349999999983,2438.7,2413.7349999999983,Hold,,,,,,,,
2019-05-21,EQ,2438.0,2449.4,2399.45,2432.35,2408.95,2403.7,2427.0,2449.4,1885.0,2581294,6264795861.4,168751,HDFCBANK,2449.4,2415.7299999999987,2449.4,2415.7299999999987,Hold,,,,,,,,
2019-05-22,EQ,2411.85,2426.0,2394.25,2403.7,2410.0,2405.75,2412.93,2449.4,1885.0,2846665,6868796572.4,123668,HDFCBANK,2426.0,2417.6949999999983,2426.0,2417.6949999999983,Hold,,,,,,,,
2019-05-23,EQ,2409.0,2439.9,2319.1,2405.75,2350.0,2332.1,2386.08,2449.4,1885.0,8270499,19734049083.55,278878,HDFCBANK,2439.9,2421.8849999999984,2439.9,2421.8849999999984,Buy,crossover,2332.014240384203,2332.2286394236953,2332.1,,,,
2019-05-27,EQ,2378.9,2421.9,2372.25,2373.35,2404.85,2408.35,2402.57,2449.4,1885.0,3012256,7237159256.05,112244,HDFCBANK,2421.9,2432.694999999999,2421.9,2432.694999999999,Sell,Target Hit,2332.014240384203,2332.2286394236953,2332.1,2408.35,76.25,3.2695853522576224,-95.19999999999959
2019-05-28,EQ,2416.5,2420.0,2387.05,2408.35,2420.0,2416.2,2403.58,2449.4,1885.0,1841210,4425490417.8,89218,HDFCBANK,2420.0,2436.699999999999,2420.0,2436.699999999999,Hold,,,,,,,,
2019-05-29,EQ,2410.2,2430.8,2410.2,2416.2,2418.0,2416.9,2421.3,2449.4,1885.0,1868804,4524931586.45,90042,HDFCBANK,2430.8,2437.784999999999,2430.8,2437.784999999999,Hold,,,,,,,,
2019-05-30,EQ,2416.0,2447.9,2413.05,2416.9,2440.0,2439.55,2435.84,2449.4,1885.0,2339800,5699376323.3,89490,HDFCBANK,2447.9,2440.5649999999987,2447.9,2440.5649999999987,Hold,,,,,,,,
2019-05-31,EQ,2456.8,2465.0,2356.8,2439.55,2426.0,2425.35,2436.13,2465.0,1885.0,4946270,12049738649.55,192477,HDFCBANK,2465.0,2440.1199999999985,2465.0,2440.1199999999985,Hold,,,,,,,,
2019-06-03,EQ,2427.0,2459.8,2424.95,2425.35,2454.0,2457.1,2447.39,2465.0,1885.0,2120215,5188982519.4,119007,HDFCBANK,2459.8,2439.784999999999,2459.8,2439.784999999999,Hold,,,,,,,,
2019-06-04,EQ,2455.0,2465.75,2441.05,2457.1,2455.0,2452.3,2454.96,2465.75,1885.0,1610747,3954324428.95,82409,HDFCBANK,2465.75,2435.799999999999,2465.75,2435.799999999999,Hold,,,,,,,,
2019-06-06,EQ,2453.2,2470.0,2413.35,2452.3,2427.8,2423.35,2440.37,2470.0,1885.0,3908731,9538745245.25,156152,HDFCBANK,2470.0,2433.404999999999,2470.0,2433.404999999999,Hold,,,,,,,,
2019-06-07,EQ,2425.65,2454.25,2409.0,2423.35,2447.05,2447.65,2435.83,2470.0,1885.0,1992733,4853950962.8,109779,HDFCBANK,2454.25,2433.704999999999,2454.25,2433.704999999999,Hold,,,,,,,,
2019-06-10,EQ,2469.95,2469.95,2432.1,2447.65,2442.6,2440.2,2444.94,2470.0,1885.0,1769285,4325793963.6,111556,HDFCBANK,2469.95,2430.3599999999988,2469.95,2430.3599999999988,Hold,,,,,,,,
2019-06-11,EQ,2451.5,2459.9,2440.35,2440.2,2446.5,2448.4,2449.47,2470.0,1885.0,1775823,4349821953.45,114762,HDFCBANK,2459.9,2428.134999999999,2459.9,2428.134999999999,Hold,,,,,,,,
2019-06-12,EQ,2445.0,2448.4,2423.65,2448.4,2430.8,2427.05,2432.41,2470.0,1885.0,1827155,4444391620.75,100566,HDFCBANK,2448.4,2426.1649999999986,2448.4,2426.1649999999986,Hold,,,,,,,,
2019-06-13,EQ,2435.95,2452.0,2415.95,2427.05,2443.0,2444.7,2429.67,2470.0,1885.0,2776987,6747153118.55,116879,HDFCBANK,2452.0,2430.249999999999,2452.0,2430.249999999999,Hold,,,,,,,,
2019-06-14,EQ,2442.95,2458.95,2425.0,2444.7,2433.8,2435.1,2443.97,2470.0,1885.0,2989230,7305595365.65,108789,HDFCBANK,2458.95,2432.009999999999,2458.95,2432.009999999999,Hold,,,,,,,,
2019-06-17,EQ,2435.0,2439.9,2417.3,2435.1,2422.0,2422.0,2427.31,2470.0,1885.0,3202505,7773466418.45,119659,HDFCBANK,2439.9,2437.054999999999,2439.9,2437.054999999999,Buy,crossover,2421.9174236168456,2422.1238645747317,2422.0,,,,
2019-06-18,EQ,2418.0,2432.0,2404.0,2422.0,2418.0,2417.25,2416.67,2470.0,1885.0,3104913,7503537702.1,149049,HDFCBANK,2432.0,2444.3549999999987,2432.0,2444.3549999999987,Sell,Stop Loss,2421.9174236168456,2422.1238645747317,2422.0,2417.25,-4.75,-0.19611890999174236,-99.94999999999959
